id,title,owner_org,maintainer,Extensão geográfica,Série histórica,groups,Tipo de armazenamento,Formato do arquivo,Sistema Gerenciador de Banco de Dados,Ambiente de produção,name,notes,tags,Histórico,Procedência de dados,Periodicidade,Situação do processo,Nível de desagregação,Lacunas identificadas pela unidade produtora,Tipo(s) de representação,Escala (apenas  para representação vetorial ou matricial),Sistemas de referência / projeção cartográfica,Base cartográfica utilizada,Extensão do arquivo/formato/software,"Existe(m), nesta base de dados, informação(ões) classificada(s) em algum grau de sigilo?",Forma(s) de disponibilização,url,Endereço e procedimentos para acesso,,,,,,
701,SINASC - Sistema de Informações sobre Nascidos Vivos    ,SMS,Coordenação de Epidemiologia e Informação (CEInfo)- Gerência do Sistema de Informações sobre Nascidos Vivos,Município,Disponível na SMS desde 2001,saúde,-,Arquivo,.dbf (DBase),-,SINASC - Sistema de Informações sobre Nascidos Vivos    ,"Base de dados de nascidos vivos de mães cujos partos ocorreram no Município de São Paulo. Variáveis disponíveis: Local de ocorrência do nascimento, Hospital de ocorrência do nascimento, Nome da mãe, Idade da mãe, Estado civil da mãe, Escolaridade da mãe, Ocupação da mãe, Número de filhos tidos em gestações anteriores, Endereço de residência completo da mãe, Distrito administrativo de residência da mãe, Duração da gestação, Tipo de gravidez, Tipo de parto, Número de consultas de pré-natal, Data e hora do nascimento, Sexo, Índice de apgar, Raça/cor, Peso ao nascer e Presença de anomalia congênita.","Nascimento, Nascidos Vivos, Partos, Pré-Natal, Peso ao Nascer","O DATASUS desenvolveu o Sistema de Informações sobre Nascidos Vivos (SINASC) visando reunir informações epidemiológicas referentes aos nascimentos informados em todo território nacional. A fonte dos dados é a Declaração de Nascido Vivo (DN), padronizada pelo Ministério da Saúde. No município de São Paulo, o SINASC foi implantado no ano 2000, com o objetivo de registrar todos os nascimentos vivos ocorridos no município. É gerenciado pela Coordenação de Epidemiologia e Informação da Secretaria Municipal da Saúde, juntamente com as Supervisões Técnicas de Saúde, que consolidam as bases de dados digitadas pelos estabelecimentos de saúde onde ocorrem partos na cidade de São Paulo e por cartórios (partos domiciliares).O sistema está disponível em rede (WEB) e é alimentado por todas as maternidades do município. A gerência do SINASC realiza o processamento, a consistência e a consolidação dos dados. Em seguida, os dados são transferidos à base de dados do nível estadual que os agrega e envia-os ao nível federal. Tais transferências são realizadas via WEB (internet).", Declaração de Nascido Vivo (DN),-,contínuo,Anual para disponibilização,ativo,Distrito,Data do Nascimento,"Informações com identificação (nome, endereço de residência) do paciente estão sob sigilo e não podem ser identificados)","alfanumérica (textos, números - p. ex. tabela)",-,Não se aplica,-,Não se aplica,-,Dbase,,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Internet,http://www.prefeitura.sp.gov.br/cidade/secretarias/saude/epidemiologia_e_informacao/index.php?p=31247,http://www.prefeitura.sp.gov.br/cidade/secretarias/saude/tabnet/nascidos_vivos/index.php?p=159923
702,SINAN – Sistema Nacional de Agravos de Notificação        ,SMS,COVISA / NIVS,Município,1998  - 2014,saúde,0,banco de dados,.dbf (DBase),0,SINAN – Sistema Nacional de Agravos de Notificação        ,"O SINAN armazena dados relativos a identificação do paciente, sinais e sintomas, resultado de laboratório, classificação e evolução  dos casos notificados","SINAN, notificação, compulsória","Desenvolvido pelo Datus/MS em 1993, mantido pelo Datasus. Implantado em todos os municípios do país.",cadastro ou registro administrativo,,contínuo,,ativo,"Registro Individual ou pontual (pessoa,estabelecimento,objeto,ponto etc.)",,"Duplicidade,  dados mais recentes provisórios, incompletude de campos","alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,Outro:,PostgreSQL,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Intranet,             ---,Márcia Costa Dobrovisch e-mail: mdobrovisch@prefeitura.sp.gov.br
703,TBWeb - Sistema de Informação da Tuberculose    ,SMS,COVISA / CCD/NIVS,Município,2006- 2014,saúde,0,banco de dados,.dbf (DBase),0,TBWeb - Sistema de Informação da Tuberculose    ,"O TBWeb armazena dados relativos a identificação do paciente, sinais e sintomas, resultado de laboratório, classificação, tramento e evolução  dos casos notificados","tuberculose, notificação","Desenvolvido pela PRODESP / SES em 2005, mantido pela PRODESP, implantado em todos os municípios do Estado de São Paulo",cadastro ou registro administrativo,,contínuo,,ativo,"Registro Individual ou pontual (pessoa,estabelecimento,objeto,ponto etc.)",,"Duplicidade,  dados mais recentes provisórios, incompletude de campos","alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,,,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Intranet,              ----,Julio Cesarde M.Alves email:juliocesar@prefeitura.sp.gov.br
704,SI-PNI /API WEB Sistema de Informação do Programa Nacional de Imunização /Avaliação do Programa de Imunização web,SMS,COVISA /CCD/ NIVS,Município,2013 - 2014,saúde,0,banco de dados,.dbf (DBase),0,SI-PNI/API- Sistema de Informação do Programa Nacional de Imunizações,"SI-PNI / API armazena dados das doses aplicadas de vacina do Programa Nacional de Imunização: vacina, dose, faixa etária e unidade de saúde onde foi realizada a aplicação da vacina.","vacinação, doses aplicadas","Desenvolvido pelo Datus/MS em 1993, mantido pelo Datasus. Implantado em todos os municípios do país.",cadastro ou registro administrativo,,contínuo,,ativo,Outro:,Unidade de Saúde,Impossibilidade de desagregação do dado,"alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,,,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Internet,http://tabnet.datasus.gov.br/cgi/deftohtm.exe?pni/CNV/CPNISP.def,Julio Cesarde M.Alves email:juliocesar@prefeitura.sp.gov.br
705,SIVISA web - Sistema de Informação em Vigilância Sanitária cadastro,SMS,COVISA/GPSIS e GVSAM,Município,a partir de 2011,saúde,0,banco de dados,Outro (especifique),aspx,SIVISA web -Sistema de Informação em Vigilância Sanitária       cadastro,"O SIVISA Web armazena dados das empresas que tiveram a solicitação de Cadastro Municipal de Vigilância em Saúde - CMVS deferidos: Endereço, responsável legal, responsável técnico, atividade econômica e detalhamento da atividade em casos específicos.","ESTABELECIMENTOS, EQUIPAMENTOS, CMVS, CADASTRO, CNAE",desenvolvido e mantido pela PRODAM,cadastro ou registro administrativo,requerimentos de dados cadastrais,contínuo,,ativo,"Registro Individual ou pontual (pessoa,estabelecimento,objeto,ponto etc.)",,,"alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,,,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Internet,http://www3.prefeitura.sp.gov.br/sh0770_web/Pesquisa_IW/consulta_estabelecimento_cmvs.aspx,Julio Cesarde M.Alves email:juliocesar@prefeitura.sp.gov.br
706,SIVVA – Sistema de Informação para a Vigilância de Violências e Acidentes         ,SMS,COVISA / NIVS,Município,2008-2014,saúde,0,banco de dados,.csv (formato não proprietário),0,SIVVA – Sistema de Informação para a Vigilância de Violências e Acidentes         ,"O SIVVA armazena dados relativos a identificação do paciente, descrição da agressão/acidente, descrição da lesão, descrição das circunstâncias do acidente, descrição do agressor, o e evolução  dos casos notificados","acidente, violência, trânsito,agressão",desenvolvido e mantido pela PRODAM,cadastro ou registro administrativo,,contínuo,,ativo,"Registro Individual ou pontual (pessoa,estabelecimento,objeto,ponto etc.)",,"duplicidades, existência dados incorretos e/ ou incomletos devido à impossibilidade de complementação,inclusão e ou alteração dos dadosno sistema","alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,,,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Internet,www3.prefeitura.sp.gov.br/sivva,Julio Cesarde M.Alves email:juliocesar@prefeitura.sp.gov.br
707,Campanha de Vacinação de Cães e Gatos,SMS,COVISA/CCZ,Município,2001-2013,saúde,0,banco de dados,Outro (especifique),MDB,Campanha de Vacinação de Cães e Gatos,NÚMERO DE ANIMAIS VACINADOS CONTRA A RAIVA POR ESPÉCIE (CÃO OU GATO) E POSTO DE VACINAÇÃO ONDE RECEBEU A VACINA,"CÃO, GATO, VACINA ANTIRRÁBICA,","Criado e mantido pelo CCZ, para captação de dados de campanhas de vacinação.",cadastro ou registro administrativo,CAMPANHAS DE VACINAÇÃO ANTIRÁBICA EM CÃES E GATOS,ANUAL,,ativo,Outro:,posto de vacinação,,"alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,MS Access,,NÃO,Intranet,             ---,Julio Cesarde M.Alves email:juliocesar@prefeitura.sp.gov.br
708,SICAD,SMS,COVISA/CCZ,Município,SICAD apartir de março de 2013. Com todo o legado de registro de animais desde 2002.,saúde,0,banco de dados,Outro (especifique),SQL,SICAD,"REGISTRO DE DADOS RELATIVOS AOS  ANIMAIS DOMÉSTICOS  CADASTRADOS NO RGA - REGISTRO GERAL DE ANIMAIS: ESPÉCIE, RAÇA, PORTE, COR, SEXO, PROPIETÁRIO, ENDEREÇO DO PROPRIETÁRIO; REGISTRO DO ENCAMINHAMENTO PARA CASTRAÇÃO EM CLÍNICAS, CADASTRO DE ESTABELECIMENTOS PARCEIROS ","RGA,  CASTRAÇÃO, ESTABELECIMENTOS, PROPRIETÁRIOS","Sistema desenvolvido, atualizado e mantido pela Prodam, atendendo a solicitação de vários setores do Centro de Controle de Zoonoses.",cadastro ou registro administrativo,"DADOS DE ANIMAIS FORNECIDOS PELOS PROPRIETÁRIOS, CONTROLE DE ESTERILIZAÇÕIES POR CLÍNICAS",contínuo,,ativo,"Registro Individual ou pontual (pessoa,estabelecimento,objeto,ponto etc.)",,,"alfanumérica (textos, números - p. ex. tabela)",,Não se aplica,,Não se aplica,,MS SQL Server,,"SIM (Conforme Lei Federal n.12.527/2011 (especialmente o art. 23), Decreto Municipal n. 53.623/2012 e Decreto Municipal n. 54.779/2014",Intranet,             ----,Julio Cesarde M.Alves email:juliocesar@prefeitura.sp.gov.br
709,SCNES – Sistema de Cadastro Nacional de Estabelecimentos de Saúde         ,SMS,"Coordenação do Sistema Municipal de Regulação, Controle, Avaliação e Auditoria / Gerência de Processamento SUS",Município,sim,saúde,-,arquivo,.dbf (DBase),0,SCNES – Sistema de Cadastro Nacional de Estabelecimentos de Saúde         ,"Base de dados com o cadastro dos estabelecimentos saúde, públicos e privados, da cidade de São Paulo. Variáveis disponíveis:  Localização, infra-estrutura, tipo de atendimento prestado, equipamentos, serviços especializados, leitos e profissionais de saúde.",CNES,"Os estabelecimentos de saúde prestadores de serviços para o SUS preenchem e atualizam as fichas referentes à estrutura e profissonais de saúde e encaminham para a digitação no SCNES instalado nas Supervisões Técnicas de Saúde (STS), Coordenadorias Regionais de Saúde (CRS) e Autarquia hospitalar. Os dados cadastrais referentes aos estabelecimentos de saúde não SUS são incorporadas no aplicativo SCNES pela equipe da Gerência de Processamento SUS na SMS-G. A transferência ocorre por meio de importação/exportação das bases de dados. A gerência de Processamento na SMS tem como atribuição o acompanhamento, correção e transferência dos dados para o BDCNES — Banco de Dados Nacional, gerando a Base Nacional do Cadastro de Estabelecimentos de Saúde. ",cadastro ou registro administrativo,Fichas de Cadastro dos Estabelecimento,mensal,,ativo,Logradouro,,,"alfanumérica (textos, números - p. ex. tabela)",-,Não se aplica,-,Não se aplica,-,Dbase,-,NÃO,Internet,www.prefeitura.sp.gov.br,Luis Antonio Preto  lpreto@prefeitura.sp.gov.br
710,SIASUS - Sistema de Informação Ambulatorial do Sistema Único de Saúde,SMS,"Coordenação do Sistema Municipal de Regulação, Controle, Avaliação e Auditoria / Gerência de Processamento SUS",Município,sim,saúde,-,arquivo,.dbf (DBase),0,SIASUS - Sistema de Informação Ambulatorial do Sistema Único de Saúde,"Base de dados gerada pelo registro do atendimento ambulatorial e do custeio dos procedimentos realizados pelos estabelecimentos de saúde (públicos e privados) prestadores de serviço da rede do SUS. Variáveis disponíveis : Nome da Unidade, Nome da UF, Mês e Ano de Cobrança e de atendimento, Procedimento realizado, Especialidade que executou o procedimento (Atividade profissional), Tipo de Atendimento (consulta urgência/emergêcia, subsequente, primeira vez campanha, etc) e idade para alguns procedimentos.
",S I A,"Os dados são coletados e digitados pelos estabelecimentos de saúde nos respectivos instrumentos de registro (Boletim de Produção Ambulatorial - BPA ou Autorização de Procedimento de Alta Complexidade - APAC) e encaminhados para Supervisão Técnica de Saúde - STS, Coordenadoria Regional de Saúde - CRS e SMS, quando a unidade for própria municipal. As unidades contratadas/conveniadas encaminham diretamente para SMS. A Gerência de Processamento SUS realiza o acompanhamento, correção e transferência dos dados para o Ministério da Saúde.",Outro:,BPA - Boletim de Produção Ambulatorial,mensal,,ativo,Logradouro,Estabelecimento de Saúde,,"alfanumérica (textos, números - p. ex. tabela)",-,Não se aplica,-,Não se aplica,-,Dbase,-,NÃO,Internet,www.prefeitura.sp.gov.br,Luis Antonio Preto  lpreto@prefeitura.sp.gov.br
711,SISMAMA - Sistema de Informação no Programa Nacional de Controle do Câncer de Mama     ,SMS,"Coordenação do Sistema Municipal de Regulação, Controle, Avaliação e Auditoria / Gerência de Processamento SUS",Município,sim,saúde,-,arquivo,.dbf (DBase),0,SISMAMA - Sistema de Informação no Programa Nacional de Controle do Câncer de Mama     ,"Sistema de base nacional dos dados  de mamografias para o acompanhamento das ações de controle do câncer de mama. Variáveis disponíveis : dados da unidade requisitante e executora do exame, bem como do resultado das mamografias",SISMAMA,"As unidades radiológicas digitam no sistema as informações coletadas pelo profissional da unidade requisitante e as geradas pelo próprio serviço. O SISMAMA permite o acompanhamento da mulher até a definição do diagnóstico e indicação de tratamento. As bases são encaminhadas diretamente para SMS. A Gerência de Processamento SUS realiza o acompanhamento, correção e transferência dos dados para a Secretaria de Estado da Saúde-SES e o MS.",Outro:, Laudos dos exames realizados,,,ativo,Logradouro,,,"alfanumérica (textos, números - p. ex. tabela)",-,Não se aplica,-,Não se aplica,-,Dbase,-,NÃO,Internet,www.prefeitura.sp.gov.br,Luis Antonio Preto  lpreto@prefeitura.sp.gov.br
712,SISCOLO - Sistema de Informação no Programa Nacional de Controle do Câncer do Colo do Útero,SMS,"Coordenação do Sistema Municipal de Regulação, Controle, Avaliação e Auditoria / Gerência de Processamento SUS",Município,sim,saúde,-,arquivo,.dbf (DBase),0,SISCOLO - Sistema de Informação no Programa Nacional de Controle do Câncer do Colo do Útero,"Sistema de base nacional dos dados para o acompanhamento das ações de controle do câncer do colo do útero. Variáveis disponíveis : dados da unidade requisitante e executora do exame, bem como do resultado do citopatológico e histopatológico.",SISCOLO,"Os laboratórios que realizam os exames digitam no sistema as informações coletadas pelo profissional da unidade requisitante e as geradas pelo próprio serviço. As bases são encaminham diretamente para SMS. A Gerência de Processamento SUS realiza o acompanhamento, correção e transferência dos dados para a Secretaria de Estado da Saúde-SES e o MS.",Outro:, Laudos dos exames realizados,,,ativo,Logradouro,,,"alfanumérica (textos, números - p. ex. tabela)",-,Não se aplica,-,Não se aplica,-,Dbase,-,NÃO,Internet,www.prefeitura.sp.gov.br,Luis Antonio Preto  lpreto@prefeitura.sp.gov.br
